title,date,year,publisher,venue,authors,abstract,validity
Cause-Effect: The Relationship between Role and Experience with Psychological and Physical Responses in the Competition Context in Soccer Referees,2023-07-25,2023,Termedia Sp. z.o.o.,Journal of Human Kinetics,"Alfonso Castillo Rodríguez, Jesús Lorenzo Rodríguez-Caparrós, Antonio Figueiredo, Francisco T. González-Fernández, MD, Wanesa Onetti-Onetti","This study analyzed the effects of psychological responses (impulsivity, self-esteem, self-confidence, and anxiety) in baseline and pre-competitive contexts of national soccer referees (SRs), their control of the game (yellow and red cards), and physical performance (PP) according to the role (assistant or main referee), and experience in the category. Twenty-seven national SRs from Spain participated in this study. Baseline and pre-competitive psychological data were collected through the Competitive State Anxiety Inventory-2 (CSAI-2 test), Urgency, Premeditation (lack of), Perseverance (lack of), Sensation Seeking, Positive Urgency, Impulsive Behavior Scale (UPPS-P test), and Rosenberg tests. Furthermore, WIMU PRO™ inertial devices were used to monitor PP. The results indicated that a lack of perseverance and self-esteem were higher in the main SRs and somatic anxiety in assistant SRs. Experience of SRs was related to anxiety, self-confidence, self-esteem, impulsivity dimensions, and PP metrics (p < 0.05). Finally, red cards were related to positive and negative urgency (r = 0.38 and r = 0.35, p < 0.05, respectively). In conclusion, the main SRs and SRs with more experience had better psychological characteristics and PP in a competitive context. However, yellow and red cards were not associated with these factors, although red cards were related with urgency. Based on these data, specific training programs could be incorporated to enhance emotional control in SRs with less experience to achieve greater performance and professional development.",1
The Impact of Psychological Factors on Return to Sports after Anterior Cruciate Ligament Reconstruction: A Systematic Review,2023-07-24,2023,MDPI AG,Osteology,"Umile Giuseppe Longo, Sergio De Salvatore, Federica D’Orrico, Matilda Bella, Alessandra Corradini, Giacomo Rizzello, Maria Grazia De Marinis, Vincenzo Denaro","The rehabilitation of those who have undergone anterior cruciate ligament reconstruction (ACL-R) is a complex process that involves many factors. Physical ability recovery is not the only factor in the return to sport; psychosocial factors such as anxiety, pain response, self-esteem, locus of control, and fear of re-injury also play an important role. A systematic search was conducted on the PubMed, Medline, Cochrane, CINAHL and Embase databases using the guidelines of the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA). No randomized controlled trials (RCTs) were identified. The Methodological Index for Non-Randomized Studies (MINOR) was used to assess the quality of the identified non-RCT studies. A total of 308 studies were identified, of which 32 met the eligibility criteria. The results of these studies were obtained using the KOOS (ADL, Sport, QoL), ACL, TSK-11, K-SES, questionnaires/interviews, and other scales as instrumental approaches. This systematic review and meta-analysis revealed that psychological factors have a significant influence on the post-anterior cruciate ligament reconstruction outcomes of athletes. Fear of re-injury and pain were the primary factors that limited return to sport, whereas self-efficacy, psychological will, and age were associated with better functional outcomes and were essential for male and young patients. Clinicians should focus on both physical and psychological components to optimize rehabilitation.",1
The decision-making in dribbling: a video analysis study of U10 soccer players’ skills and coaches’ quality evaluation,2023-07-24,2023,Frontiers Media SA,Frontiers in Psychology,"Enzo Iuliano, Valerio Bonavolontà, Dafne Ferrari, Nicola Bragazzi, Benito Capasso, Goran Kuvačić, Andrea De Giorgio","Dribbling is an important soccer skill that, when effective, allows players to overcome opponents. It can provide a strong tactical advantage; for this reason, all of its components (sprint, speed, and ball control) are fundamental to the development of young players. Dribbling can also be considered a decision-making process, and due to its characteristics, it is not always easy to study ecologically. Using a video analysis study, this research aimed to determine whether dribbling skills, specifically dribbling choice (i.e., decision-making), were related to U10 soccer players' quality.Several outcomes measures, divided into three categories, were taken during video analyses: (i) measures related to the efficacy of dribbling skill; (ii) measures related to the ability of players without the ball to support the player in possession; and (iii) measures related to ball circulation. These data were retrospectively assessed to whether the coaches had formed the teams in training through an implicit knowledge of the players' dribbling skills.The percentage of accurate dribbling (that is, the ability to perform correct passes after a successful dribble) was found to be the variable that coaches may have implicitly used in creating the three groups differentiated by technical skills (p < 0.05). In fact, this percentage was 12.9%, 24.0%, and 48.1% for the groups with lower, average, and higher technical skills, respectively.Overall, the results demonstrate that dribbling accuracy has an important weight in the coach's evaluation of the technical skills level of young soccer players.",1
Building Bridges Instead of Putting Up Walls: Connecting the “Teams” to Improve Soccer Players’ Support,2023-07-22,2023,Springer Science and Business Media LLC,Sports Medicine,"João Renato Silva, Martin Buchheit, Karim Hader, Hugo Sarmento, José Afonso","The increase in the economic value of soccer occurred in parallel with an increase in competing demands. Therefore, clubs and federations evolved to greater specialization (e.g., state-of-the-art facilities and high-profile expertise staff) to support players' performance and health. Currently, player preparation is far from exclusively club or national team centered, and the lack of control in each player's environment can be more prevalent than expected. For example, an elite group of professional players faces disruptions in the season club-oriented planification due to involvement in national teams. Moreover, as elite players' financial resources grow, it is common for them to employ specialized personal staff (e.g., strength and conditioning, nutritionist, and sports psychologist) to assist in their preparation, resulting in complex three-fold relationships (i.e., club, player's staff, national team). Although efforts have been made to improve communication with and transition from the club to the national team supervision, this new reality (club-players' staff) may generate serious compound role-related problems and difficulties in monitoring load and training adaptation and having a unified message. Therefore, efforts must be implemented to ensure a more informed management of the players' performance environment, where the existence and impact of these various personal staff are considered to avoid a long-term non-zero sum for all intervening parties. If left unchecked, current professional thinking may collide or overlap, potentially triggering conflict escalation and impairing athletic performance or health, especially if effective communication routes are not adequately established. Moreover, diluted personal responsibility regarding performance may ensue, resulting in decreased productivity from all involved, which may cause more harm than benefits for the player's overall health and performance. This emerging reality calls for developing a joint working framework (i.e., between the player's personalized support team and the clubs' team) and better managing of a player-centered process.",1
Finite element brain deformation in adolescent soccer heading,2023-07-21,2023,Informa UK Limited,Computer Methods in Biomechanics and Biomedical Engineering,"Colin M. Huber, Declan A. Patton, Jalaj Maheshwari, Zhou Zhou, Svein Kleiven, Kristy B. Arbogast","Finite element (FE) modeling provides a means to examine how global kinematics of repetitive head loading in sports influences tissue level injury metrics. FE simulations of controlled soccer headers in two directions were completed using a human head FE model to estimate biomechanical loading on the brain by direction. Overall, headers were associated with 95th percentile peak maximum principal strains up to 0.07 and von Mises stresses up to 1450 Pa, and oblique headers trended toward higher values than frontal headers but below typical injury levels. These quantitative data provide insight into repetitive loading effects on the brain.",1
The association between hip/groin pain and hip strength in football players: An exploratory analysis of the FORCe cohort,2023-07-20,2023,Elsevier BV,Journal of Science and Medicine in Sport,"C. Bonello, M.G. King, K.M. Crossley, J.J. Heerey, M.J. Scholes, P. Lawrenson, M.A. Girdwood, J.L. Kemp, A.B. Mosler, B.F. Mentiplay, A.I. Semciw","Explore associations between peak hip strength in football players with hip/groin pain and healthy controls.Cross-sectional study.Male and female sub-elite football players (soccer and Australian football) with hip/groin pain >6-month duration and players without hip/groin pain were recruited across Melbourne and Brisbane, Australia. Demographic information and two questionnaires; the Copenhagen Hip and Groin Outcome Score and the International Hip Outcome Tool 33 were collected. Hand-held dynamometry was used to measure isometric hip strength for flexion, extension, abduction, adduction, internal rotation, and external rotation. Linear mixed effects models were used to compare strength measures between groups.190 football players with hip/groin pain (mean ± standard deviation age, 27.8 ± 6.3 years) and 64 controls (age, 27.3 ± 5.6 years) were included in this study. Of these, 291 symptomatic limbs and 128 control limbs were used for analyses. Symptomatic players had lower peak hip adduction (adjusted mean difference = -0.18: 95 % confidence interval -0.27 to -0.08, P : 0.001), external rotation (-0.06: 95 % confidence interval -0.09 to -0.02, P : 0.003), and internal rotation strength (-0.06: 95 % confidence interval -0.10 to -0.03, P : 0.001) compared to controls. A sport-specific interaction was observed for hip abduction strength. When separated by football code, abduction strength was lower in symptomatic Australian football players compared to their same sport peers (-0.20: 95 % confidence interval -0.33 to -0.06, P : 0.004), but not in symptomatic soccer players (-0.05: 95 % confidence interval -0.15 to 0.06, P : 0.382).Hip adduction, internal rotation, and external rotation strength appears lower in football players with hip/groin pain independent of sex and football code. Hip abduction strength was lower in symptomatic Australian football players but not in soccer players.",1
In Vivo Strain Patterns in the Achilles Tendon During Dynamic Activities: A Comprehensive Survey of the Literature,2023-07-19,2023,Springer Science and Business Media LLC,Sports Medicine - Open,"Naomi C. Adam, Colin R. Smith, Walter Herzog, Andrew A. Amis, Adamantios Arampatzis, William R. Taylor","Abstract Achilles’ tendon (AT) injuries such as ruptures and tendinopathies have experienced a dramatic rise in the mid- to older-aged population. Given that the AT plays a key role at all stages of locomotion, unsuccessful rehabilitation after injury often leads to long-term, deleterious health consequences. Understanding healthy in vivo strains as well as the complex muscle–tendon unit interactions will improve access to the underlying aetiology of injuries and how their functionality can be effectively restored post-injury. The goals of this survey of the literature with a systematic search were to provide a benchmark of healthy AT strains measured in vivo during functional activities and identify the sources of variability observed in the results. Two databases were searched, and all articles that provided measured in vivo peak strains or the change in strain with respect to time were included. In total, 107 articles that reported subjects over the age of 18 years with no prior AT injury and measured while performing functional activities such as voluntary contractions, walking, running, jumping, or jump landing were included in this review. In general, unclear anatomical definitions of the sub-tendon and aponeurosis structures have led to considerable confusion in the literature. MRI, ultrasound, and motion capture were the predominant approaches, sometimes coupled with modelling. The measured peak strains increased from 4% to over 10% from contractions, to walking, running, and jumping, in that order. Importantly, measured AT strains were heavily dependent on measurement location, measurement method, measurement protocol, individual AT geometry, and mechanical properties, as well as instantaneous kinematics and kinetics of the studied activity. Through a comprehensive review of approaches and results, this survey of the literature therefore converges to a united terminology of the structures and their common underlying characteristics and presents the state-of-knowledge on their functional strain patterns.",1
The Effect on Flexibility and a Variety of Performance Tests of the Addition of 4 Weeks of Soleus Stretching to a Regular Dynamic Stretching Routine in Amateur Female Soccer Players,2023-07-19,2023,MDPI AG,Sports,"Mohammad Alimoradi, Mansour Sahebozamani, Elham Hosseini, Andreas Konrad, Sajad Noorian","The purpose of this study was to investigate the effects of 4 weeks of soleus stretching on ankle flexibility and dynamic balance, as well as selected monitoring and performance tests in soccer. Forty-five healthy female soccer players were randomly divided into a regular stretching group, a regular stretching group with soleus stretching, and a control group. Dynamic stretching protocols were performed for 4 weeks during three sessions per week as part of routine exercises. The regular group stretched three muscle groups (i.e., gastrocnemius, quadriceps, and hamstrings), while the regular + soleus group also stretched the soleus muscle. Before and after the stretching intervention, the ankle range of motion test, Y-balance test, drop jump test, dynamic knee valgus test, and Illinois Agility Running Test were performed. Ankle ROM, Y-balance, and DJ significantly improved in both intervention groups compared to controls. Only the regular + soleus group showed improvement in the Illinois Agility Running Test. Additionally, athletes performing the additional soleus stretching had greater improvements in ankle ROM and DJ but not in DKV or Y-balance. The results showed that adding soleus stretching into regular protocols can provide benefits for female soccer players in terms of performance parameters.",1
"Clustering U-14 Portuguese regional team football players by lower limb strength, power, dynamic balance, speed and change of direction: understanding the field position factor",2023-07-19,2023,PeerJ,PeerJ,"Tatiana Sampaio, Daniel Marinho, José Eduardo Teixeira, João Oliveira, Jorge Morais","Objectives The aim of this study was to cluster U-14 Portuguese regional team football players based on variables related to lower limb strength and power, dynamic balance, linear sprint, and change of direction. Method The sample consisted of 22 young male soccer players (13.83 ± 0.44 years). A set of variables related to lower limb strength and power, dynamic balance, linear sprint, and change of direction was measured. Results Overall, a non-significant field position was observed. The countermovement jump ( p &lt; 0.001, η 2 = 0.73), squat jump ( p &lt; 0.001), and 30 m linear sprint ( p = 0.001) were the main variables responsible for establishing the clusters. Cluster 1 was characterized by a high slalom, i.e ., it took longer to complete the test (speed and change of direction) and a low composite score in the dynamic balance. Cluster 2 was characterized by high squat jump, countermovement jump, and reactive strength ratio (lower limb strength and power). Cluster 3 was characterized by low squat jump and countermovement jump (lower limb strength and power), and a high 30 m sprint, i.e ., it took longer to complete the test (speed and change of direction). Based on the results of the territorial map, the clusters consisted of: (i) cluster 1: two forwards, one midfielder, and five defenders; (ii) cluster 2: three forwards, two midfielders, and two defenders, and; (iii) cluster 3: four midfielders and three defenders. Conclusions Players from different field positions composed the three clusters. There was no cluster composed exclusively of players of the same field position. The development of individualized and specific enrichment training programs should consider a cluster analysis, as the positional effect can be overlooked.",1
Para-Soccer,2023-07-19,2023,Routledge,Talent Identification and Development in Youth Soccer,"John W. Francis, Dave Sims, Adam Bendall, Adam L. Kelly, Andrew Wood","Players who participate within para-soccer have highly individualised biomechanical, medical, physiological, and psychosocial characteristics. When compared with players without disabilities, the process of identifying and developing those with disabilities often requires a diverse perspective. In this chapter, key research findings and implications for practice focused on identifying and developing players within para-soccer are presented using the FA Four Corner Model (i.e., technical/tactical, physical, psychological, and social). Specifically, the potential predictors of talent in para-soccer from sports science disciplines are discussed alongside some of the challenges in developing talented players within the para-soccer pathway. To support a better understanding, this chapter adopts a specific focus on blind soccer to help consider differences in developmental patterns between players with acquired and congenital disabilities. Moreover, the need for an interdisciplinary approach when working with players with disabilities is highlighted. Finally, considerations for researchers and practitioners are offered to help improve the knowledge and practice of talent identification and development in para-soccer.",1
Identifying modifiable risk factors and screening strategies associated with anterior cruciate ligament injury risk in children aged 6 to 13 years: A systematic review,2023-07-18,2023,Informa UK Limited,Journal of Sports Sciences,"Theresa Heering, Tess L Rolley, Natalie Lander, Aaron Fox, Lisa M Barnett, Michael J Duncan","Growing anterior cruciate ligament (ACL) injury incidence is reported in countries across Europe, North America and in Australia for 5–14-year-olds, yet research on injury risk reduction predominantly focuses on populations aged > 13 years. For injury risk reduction, it is crucial to understand (i) which modifiable risk factors are associated with ACL injury in children (6–13 years) and (ii) how these risk factors are assessed. Articles were grouped according to sex/gender and/or maturational/age differences and examined modifiable risk factors during different physical screening tasks. The included articles (n = 40) predominantly examined intrinsic risk factors in girls aged 10–13 years. Factors mechanically linked to increased ACL loading at this age included increased peak knee adductor moments, knee valgus angles, hip and knee extension, and ground reaction forces. Assessment focused on laboratory-based assessments (e.g., motion capture, force plates). This review concluded that modifiable risk factors are present in children aged 6–13 years and that injury risk reduction strategies should be implemented as early as possible regardless of sex/gender. Further, screening strategies need updating to be childhood specific and feasible for the wide community. Additional research on extrinsic risk factors, norm values and children aged 6–9 years could allow for more targeted risk reduction strategies.",1
Ultrasound Diagnosis and Compressive Biomechanical Taping of a Lumbar Morel-Lavallée Lesion in a High School Football Player,2023-07-18,2023,Ovid Technologies (Wolters Kluwer Health),American Journal of Physical Medicine &amp; Rehabilitation,"Gregor J. Dudiak, Justin B. Berthold","Gregor J. Dudiak is the first author and a 4th year medical student at the Lake Erie College of Osteopathic Medicine in Greensburg, PA, 0000-0001-8372-2620. Dr. Berthold, Rehabilitation Physicians of Pittsburgh in Pittsburgh, PA, Lake Erie College of Osteopathic Medicine in Greensburg, PA Gregor is the corresponding author, and his contact information is 724-454-2258, and [email protected] Financial disclosures: None reported Acknowledgements: none The authors do not have any disclosures to report for this clinical vignette. Gregor Joseph Dudiak is in training.",1
Effects of plyometric training on technical skill performance among athletes: A systematic review and meta-analysis,2023-07-17,2023,Public Library of Science (PLoS),PLOS ONE,"Nuannuan Deng, Kim Geok Soh, Borhannudin Abdullah, Dandan Huang, Wensheng Xiao, Huange Liu","The literature has proven that plyometric training (PT) improves various physical performance outcomes in sports. Even though PT is one of the most often employed strength training methods, a thorough analysis of PT and how it affects technical skill performance in sports needs to be improved.This study aimed to compile and synthesize the existing studies on the effects of PT on healthy athletes' technical skill performance. A comprehensive search of SCOPUS, PubMed, Web of Science Core Collection, and SPORTDiscus databases was performed on 3rd May 2023. PICOS was employed to establish the inclusion criteria: 1) healthy athletes; 2) a PT program; 3) compared a plyometric intervention to an active control group; 4) tested at least one measure of athletes' technical skill performance; and 5) randomized control designs. The methodological quality of each individual study was evaluated using the PEDro scale. The random-effects model was used to compute the meta-analyses. Subgroup analyses were performed (participant age, gender, PT length, session duration, frequency, and number of sessions). Certainty or confidence in the body of evidence was assessed using the Grading of Recommendations Assessment, Development, and Evaluation (GRADE).Thirty-two moderate-high-quality studies involving 1078 athletes aged 10-40 years met the inclusion criteria. The PT intervention lasted for 4 to 16 weeks, with one to three exercise sessions per week. Small-to-moderate effect sizes were found for performance of throwing velocity (i.e., handball, baseball, water polo) (ES = 0.78; p < 0.001), kicking velocity and distance (i.e., soccer) (ES = 0.37-0.44; all p < 0.005), and speed dribbling (i.e., handball, basketball, soccer) (ES = 0.85; p = 0.014), while no significant effects on stride rate (i.e., running) were noted (ES = 0.32; p = 0.137). Sub-analyses of moderator factors included 16 data sets. Only training length significantly modulated PT effects on throwing velocity (> 7 weeks, ES = 1.05; ≤ 7 weeks, ES = 0.29; p = 0.011). The level of certainty of the evidence for the meta-analyzed outcomes ranged from low to moderate.Our findings have shown that PT can be effective in enhancing technical skills measures in youth and adult athletes. Sub-group analyses suggest that PT longer (> 7 weeks) lengths appear to be more effective for improving throwing velocity. However, to fully determine the effectiveness of PT in improving sport-specific technical skill outcomes and ultimately enhancing competition performance, further high-quality research covering a wider range of sports is required.",1
Pilot Study: The Relationship between Foot Posture and Movement Quality in Non-Professional Male Football Players,2023-07-17,2023,MDPI AG,Life,"José Algaba-Del-Castillo, Aurora Castro-Méndez, Ana Juana Pérez-Belloso, José Gabriel Garrido-Barragán, Alberto Aguilar Sánchez, Manuel Coheña-Jiménez","(1) Background: This study focusses on establishing the relationship between quality of movement (based on the functional movement screen, or FMS) and foot posture (based on the foot posture index, or FPI-6). We hypothesised that a poor FMS test score may be derived from the foot position in the space measured by FPI-6. (2) Methods: a quasi-experimental and cross-sectional study was designed to analyse foot posture in 30 healthy football players, using the foot posture index and the functional movement screen. (3) Results: No significant relationships were found between movement quality and foot posture. Poor movement quality is present in more than half of all foot positions, supination, pronation, and neutral. Good quality seems to be more associated with a neutral foot position (23.3%) and supinated (16.6%) than a pronated foot position (6.6%). (4) Conclusions: this study found no relationship between the two tests; therefore, we cannot demonstrate that foot posture is relevant in the quality of the movement of the football players studied.",1
Ultrasound-Guided Pulsed Radiofrequency Treatment for Superficial Peroneal Nerve Entrapment in a Professional Handball Player,2023-07-17,2023,Springer Science and Business Media LLC,Cureus,"Rui Martins da Silva, Adriana Pereira, Raquel Branco, José Luís Carvalho","Peripheral nerve injury in athletes is rare but deleterious to their performance, entrapment being one of the most frequent causes. Isolated injury to the superficial peroneal nerve (SPN) is rare and often underdiagnosed. The authors reported a clinical case of a 34-year-old handball athlete who presented with neuropathic pain in the inferolateral third of the leg and dorsum of the foot, with three months of evolution, after an ankle sprain, refractory to conservative treatment. After clinical assessment and ultrasound investigation, it was considered that the pain source was likely to be an SPN entrapment. Thus, a diagnostic ultrasound-guided nerve block with 2ml of 2% lidocaine and 3ml of 0.2% ropivacaine was performed, followed by nerve hydrodissection, with a major improvement in the patient's symptoms and functionality for three weeks. Thereafter, a long-lasting alternative was made - pulsed radiofrequency (pRF). There were no complications after the procedure. As a form of neuromodulation, pRF offered pain resolution without tissue damage or painful sequela, after 3, 6, 12, and 24 months of follow-up and complete participation in sports activity, avoiding surgical treatment. With this clinical case, the authors intend to demonstrate the effectiveness of pRF in the resolution of peripheral neuropathy due to entrapment, avoiding more invasive treatment options and, in the case of an athlete, allowing an early return to play. They also intend to corroborate the advantage of using ultrasound in the diagnosis and guide of minimally invasive procedures.",1
Asymmetries of foot strike patterns during running in high-level female and male soccer players,2023-07-14,2023,Springer Science and Business Media LLC,"BMC Sports Science, Medicine and Rehabilitation","Stanislav Dimitri Siegel, Joel Mason, Daniel Hamacher, Anna Lina Rahlf, Astrid Zech","Abstract Backround Foot strike pattern (FSP) is defined by the way the foot makes initial ground contact and is influenced by intrinsic and extrinsic factors. This study investigated the effect of running speed on asymmetries of FSP. Methods Seventeen female and nineteen male soccer players performed an incremental running test on an instrumented treadmill starting at 2.0 m/s until complete exhaustion. Force plate data were used to categorize foot strikes into rearfoot (RFS) and non-rearfoot strikes. Additionally, peak vertical ground reaction force (peakGRF) and stride time were calculated. The symmetry index (SI) was used to quantify lateral asymmetries between legs. Results The SI indicated asymmetries of the rate of RFS (%RFS) of approximately 30% at slow running speed which decreased to 4.4% during faster running speed ( p = 0.001). There were minor asymmetries in peakGRF and stride time at each running stage. Running speed influenced %RFS ( p &lt; 0.001), peakGRF ( p &lt; 0.001) and stride time ( p &lt; 0.001). Significant interaction effects between running speed and sex were shown for %RFS ( p = 0.033), peakGRF ( p &lt; 0.001) and stride time ( p = 0.041). Conclusion FSP of soccer players are asymmetric at slower running speed, but symmetry increases with increasing speed. Future studies should consider that FSP are non-stationary and influenced by running speed but also differ between legs.",1
Effects of a proprioceptive focal stimulation (Equistasi®) on reducing the biomechanical risk factors associated with ACL injury in female footballers,2023-07-14,2023,Frontiers Media SA,Frontiers in Sports and Active Living,"Fabiola Spolaor, Annamaria Guiotto, Alfredo Ciniglio, Federica Cibin, Zimi Sawacha","Introduction Football presents a high rate of lower limb injuries and high incidence of Anterior Cruciate Ligament (ACL) rupture, especially in women. Due to this there is the need to optimize current prevention programs. This study aims to verify the possibility to reduce the biomechanical risk factors associated with ACL injury, through the application of proprioceptive stimulation by means of the Equistasi® device. Methods Ten elite female footballers were enrolled and received the device for 4 weeks (5 days/week, 1h/day). Athletes were assessed directly on-field at four time points: T0 and T1 (evaluation without and with the device), T2 (after 2 weeks), T4 (after 4 weeks) while performing two different tasks: Romberg Test, and four sidestep cutting maneuvers bilaterally. Seven video cameras synchronized with a plantar pressure system were used, thirty double colored tapes were applied on anatomical landmarks, and three dimensional coordinates reconstructed. Vertical ground reaction forces and center of pressure data were extracted from the plantar pressure insoles. Hip, knee, and ankle flexion-extension angles and moments were computed as well as abd-adduction joint torques. From the Romberg Test both center of pressure descriptive variables and frequency analysis parameters were extracted. Each variable was compared among the different time frames, T1, T2 and T4, through Friedman Test for non-parametric repeated measures (p&amp;lt;0.05); Wilcoxon Signed Rank Test was used for comparing variables between T0 and T1 (p&amp;lt;0.05) and across the different time frames as follows: T1–T2, T2–T4 and T1–T4. Results Statistically significant differences in both posturographic and biomechanical variables between the assessment at T0 and T1 were detected. Reduced hip and knee abduction torques were revealed in association with reduced both ground reaction forces and ankle dorsiflexion torque from T1 up to T4. Discussion The proprioceptive stimuli showed to have the potential to improve cutting biomechanics mainly with respect to the ligament and quadriceps dominance theories. Results of the present study, even if preliminary and on a small sample size, could be considered promising towards the inclusion of proprioceptive training in injury prevention programs.",1
The Effects of FIFA 11+ Kids Prevention Program on Kinematic Risk Factors for ACL Injury in Preadolescent Female Soccer Players: A Randomized Controlled Trial,2023-07-12,2023,MDPI AG,Children,"Maedeh Taghizadeh Kerman, Claudia Brunetti, Ali Yalfani, Ahmad Ebrahimi Atri, Chiarella Sforza","This study aimed to investigate the effects of the 8-week FIFA 11+ Kids program on kinematic risk factors for ACL injury in preadolescent female soccer players during single-leg drop landing. For this, 36 preadolescent female soccer players (10-12 years old) were randomly allocated to the FIFA 11+ Kids program and control groups (18 players per group). The intervention group performed the FIFA 11+ Kids warm-up program twice per week for 8 weeks, while the control group continued with regular warm-up. Trunk, hip, and knee peak angles (from initial ground contact to peak knee flexion) were collected during the single-leg drop landing using a 3D motion capture system. A repeated measure ANOVA was used to analyze groups over time. Significant group × time interactions were found for the peak knee flexion, with a medium effect size (p = 0.05; effect size = 0.11), and peak hip internal rotation angles, with a large effect size (p < 0.01; effect size = 0.28). We found that the FIFA 11+ Kids program was effective in improving knee flexion and hip internal rotation, likely resulting in reducing ACL stress during single-leg drop landing in young soccer players.",1
The effect of strengthening exercise on the balance of athletes with chronic ankle instability: a literature review,2023-07-11,2023,Sanglah Hospital - Udayana University,Physical Therapy Journal of Indonesia,"Nadia Geovany Aritonang, W. Wahyuni","Background: Repetitive ankle sprains can cause chronic ankle instability. More than 40% of athletes experience repeated ankle sprains and tend to be indifferent to these conditions, causing a decrease in ability when exercising or competing due to deficits in lower leg muscle strength, especially ankle propulsion, neuromuscular, proprioceptive, and postural control.&#x0D; Objective: to determine the effect of strength exercise on athletes with chronic instability ankle conditions.&#x0D; Method: the method used is a literature review or reviewing several articles that have been published.&#x0D; Results: The seven journals discussed show that strength exercise can improve the balance of athletes with chronic stability ankle conditions, and there are also several combinations of using tools such as resistance bands and blood flow restriction cuffs that make strength exercise more effective in improving the balance of athletes with chronic stability ankle conditions.&#x0D; Conclusion: There is an effect of strengthening exercises on the balance of athletes with chronic ankle instability.",1
Prevalence and characteristics of sports injuries in athletes with flat feet: A quantitative descriptive study,2023-07-08,2023,UIR Press,Journal Sport Area,"Arif Setiawan, Priyanto, Dewangga Yudhistira","The study of sports injuries is a crucial and captivating topic that requires thorough exploration. Understanding and effectively managing sports injuries is essential for coaches, instructors, and athletes. However, there is limited awareness among sports practitioners, particularly regarding flat foot conditions. Therefore, this research aims to identify common injuries among athletes with flat feet through a comprehensive survey. Employing a quantitative descriptive method with a survey-based approach. This study included a sample of 89 male athletes who sought treatment for sports-related injuries at massage clinics. Data collection techniques encompassed observations, interviews, questionnaires, and measurement tests. Purposive sampling was utilised for participant selection. Wet footprint tests, stature metres, weight scales, and questionnaires were employed for data collection. Data analysis employed the percentage formula and was supported by Excel software. The findings indicated that athletes with flat feet were more susceptible to knee injuries (69%), ankle injuries (31%), external causes of injury (22%), internal causes of injury (52%), and overuse injuries (26%). These results imply that athletes with flat feet who seek treatment at massage clinics commonly experience knee and ankle injuries, with internal trauma being the leading cause. This study contributes to a better understanding of injury identification among individuals with flat feet, aiding in the selection of appropriate sports activities. Limitations of this study include a single research site, an uneven distribution of sports disciplines, and a male-only sample. Future research should employ more comprehensive methods and ensure representative samples across various sports to facilitate proper generalisation of the data.",1
"Eccentric Resistance Training: A Methodological Proposal of Eccentric Muscle Exercise Classification Based on Exercise Complexity, Training Objectives, Methods, and Intensity",2023-07-07,2023,MDPI AG,Applied Sciences,"Carlos Burgos-Jara, Hugo Cerda-Kohler, Esteban Aedo-Muñoz, Bianca Miarka","Eccentric resistance training that focuses on the lengthening phase of muscle actions has gained attention for its potential to enhance muscle strength, power, and performance (among others). This review presents a methodological proposal for classifying eccentric exercises based on complexity, objectives, methods, and intensity. We discuss the rationale and physiological implications of eccentric training, considering its benefits and risks. The proposed classification system considers exercise complexity and categorizing exercises by technical requirements and joint involvement, accommodating various skill levels. Additionally, training objectives are addressed, including (i) Sports Rehabilitation and Return To Sport, (ii) Muscle Development, (iii) Injury Prevention, (iv) Special Populations, and (v) Sporting Performance, proposing exercise selection with desired outcomes. The review also highlights various eccentric training methods, such as tempo, isoinertial, plyometrics, and moderate eccentric load, each with different benefits. The classification system also integrates intensity levels, allowing for progressive overload and individualized adjustments. This methodological proposal provides a framework for organizing eccentric resistance training programs, facilitating exercise selection, program design, and progression. Furthermore, it assists trainers, coaches, and professionals in optimizing eccentric training’s benefits, promoting advancements in research and practical application. In conclusion, this methodological proposal offers a systematic approach for classifying eccentric exercises based on complexity, objectives, methods, and intensity. It enhances exercise selection, program design, and progression in eccentric resistance training according to training objectives and desired outcomes.",1
Understanding the variability in rotational traction testing on artificial turf,2023-07-07,2023,Springer Science and Business Media LLC,Sports Engineering,"Harry McGowan, Paul Fleming, David James, Steph Forrester","Abstract Rotational traction is a key parameter used by sporting governing bodies to determine the safety and performance of artificial turf surfaces. Currently, the Federation Internationale de Football uses two devices for measuring rotational traction: a statically loaded rotational traction tester and a lightweight rotational traction tester, loaded by the operator. Variability in measurements emanates from two main sources: inconsistencies in the turf and the manual operation of both testers. The purpose of this study was to investigate the contributions from the turf and the manual operation of the testers to the total variability in peak torque measurements, achieved by comparing results from both manually operated rotational traction testers with an automated rotational traction tester. Five experienced operators used the manual testers to conduct 15 rotational traction tests on four different artificial turf surfaces. The automated tester measured rotational traction on each surface 15 times. The results revealed the turf system contributed over 50% of the total variability for both manually operated testers, on all four surfaces. The lightweight tester produced greater between (inter)-operator variability, but lower within (intra)-operator variability compared to the standard rotational traction tester. Operator height appeared to influence results for the lightweight tester, but not for the standard tester. The results support the continued use of manual rotational traction testers for commercial compliance field testing of artificial turf surfaces; however, they indicate the need to further explore the effects of manual operation on both devices.",1
